timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1663586272623,76,PUT Request Changemileage Json,200,OK,Performance Test 1-10,text,true,,536,310,2,2,https://qauto2.forstudy.space/api/cars/66442,76,0,0
1663586273211,49,DEL Request Del car Json,200,OK,Performance Test 1-10,text,true,,335,313,2,2,https://qauto2.forstudy.space/api/cars/66442,49,0,0
1663586273572,48,GET Request NOcar,200,OK,Performance Test 1-10,text,true,,969,260,2,2,https://qauto2.forstudy.space/api/cars,48,0,0
1663586273621,52,GET Request Logout,200,OK,Performance Test 1-10,text,true,,497,267,2,2,https://qauto2.forstudy.space/api/auth/logout,52,0,0
1663586273699,57,POST Request AddCar Json,201,Created,Performance Test 1-9,text,true,,540,355,2,2,https://qauto2.forstudy.space/api/cars,57,0,0
1663586274070,52,GET Request Mycar,200,OK,Performance Test 1-9,text,true,,1184,266,2,2,https://qauto2.forstudy.space/api/cars,52,0,0
1663586274178,522,POST Request SignIn,200,OK,Performance Test 1-10,text,true,,659,291,2,2,https://qauto2.forstudy.space/api/auth/signin,522,0,0
1663586274633,74,PUT Request Changemileage Json,200,OK,Performance Test 1-9,text,true,,536,316,2,2,https://qauto2.forstudy.space/api/cars/66443,74,0,0
1663586275222,49,DEL Request Del car Json,200,OK,Performance Test 1-9,text,true,,335,319,2,2,https://qauto2.forstudy.space/api/cars/66443,49,0,0
1663586275579,50,GET Request NOcar,200,OK,Performance Test 1-9,text,true,,969,266,2,2,https://qauto2.forstudy.space/api/cars,50,0,0
1663586275629,50,GET Request Logout,200,OK,Performance Test 1-9,text,true,,497,273,2,2,https://qauto2.forstudy.space/api/auth/logout,50,0,0
1663586275703,54,POST Request AddCar Json,201,Created,Performance Test 1-10,text,true,,540,349,1,1,https://qauto2.forstudy.space/api/cars,54,0,0
1663586276061,50,GET Request Mycar,200,OK,Performance Test 1-10,text,true,,1184,260,1,1,https://qauto2.forstudy.space/api/cars,49,0,0
1663586276620,62,PUT Request Changemileage Json,200,OK,Performance Test 1-10,text,true,,536,310,1,1,https://qauto2.forstudy.space/api/cars/66444,61,0,0
1663586277193,51,DEL Request Del car Json,200,OK,Performance Test 1-10,text,true,,335,313,1,1,https://qauto2.forstudy.space/api/cars/66444,51,0,0
1663586277553,47,GET Request NOcar,200,OK,Performance Test 1-10,text,true,,969,260,1,1,https://qauto2.forstudy.space/api/cars,47,0,0
1663586277601,47,GET Request Logout,200,OK,Performance Test 1-10,text,true,,497,267,1,1,https://qauto2.forstudy.space/api/auth/logout,47,0,0
1663586278160,545,POST Request SignIn,200,OK,Performance Test 1-10,text,true,,663,291,1,1,https://qauto2.forstudy.space/api/auth/signin,545,0,0
1663586279717,60,POST Request AddCar Json,201,Created,Performance Test 1-10,text,true,,540,353,1,1,https://qauto2.forstudy.space/api/cars,60,0,0
1663586280091,58,GET Request Mycar,200,OK,Performance Test 1-10,text,true,,1184,264,1,1,https://qauto2.forstudy.space/api/cars,58,0,0
1663586280665,61,PUT Request Changemileage Json,200,OK,Performance Test 1-10,text,true,,536,314,1,1,https://qauto2.forstudy.space/api/cars/66445,61,0,0
1663586281227,54,DEL Request Del car Json,200,OK,Performance Test 1-10,text,true,,335,317,1,1,https://qauto2.forstudy.space/api/cars/66445,54,0,0
1663586281583,48,GET Request NOcar,200,OK,Performance Test 1-10,text,true,,969,264,1,2,https://qauto2.forstudy.space/api/cars,48,0,0
1663586281631,49,GET Request Logout,200,OK,Performance Test 1-10,text,true,,497,271,1,2,https://qauto2.forstudy.space/api/auth/logout,49,0,0
1663586282050,625,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,665,291,2,2,https://qauto2.forstudy.space/api/auth/signin,625,0,91
1663586283058,624,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,661,291,3,3,https://qauto2.forstudy.space/api/auth/signin,624,0,92
1663586283684,54,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-10,text,true,,540,355,3,3,https://qauto2.forstudy.space/api/cars,54,0,0
1663586284039,48,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,1184,266,3,3,https://qauto2.forstudy.space/api/cars,48,0,0
1663586284056,622,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-8,text,true,,663,291,4,4,https://qauto2.forstudy.space/api/auth/signin,622,0,90
1663586284588,96,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,536,316,4,4,https://qauto2.forstudy.space/api/cars/66446,96,0,0
1663586284695,55,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-9,text,true,,540,351,4,4,https://qauto2.forstudy.space/api/cars,55,0,0
1663586285053,50,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,1401,262,4,4,https://qauto2.forstudy.space/api/cars,50,0,0
1663586285194,503,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,335,319,5,5,https://qauto2.forstudy.space/api/cars/66446,503,0,0
1663586285053,647,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-7,text,true,,659,291,5,5,https://qauto2.forstudy.space/api/auth/signin,647,0,91
1663586285604,104,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,536,312,5,5,https://qauto2.forstudy.space/api/cars/66447,104,0,0
1663586285691,56,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-8,text,true,,540,353,5,5,https://qauto2.forstudy.space/api/cars,56,0,0
1663586286001,48,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,1401,266,5,5,https://qauto2.forstudy.space/api/cars,48,0,0
1663586286049,46,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,497,273,5,5,https://qauto2.forstudy.space/api/auth/logout,46,0,0
1663586286062,48,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-8,text,true,,1401,264,5,5,https://qauto2.forstudy.space/api/cars,48,0,0
1663586286217,475,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,335,315,6,6,https://qauto2.forstudy.space/api/cars/66447,475,0,0
1663586286063,629,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-6,text,true,,665,291,6,6,https://qauto2.forstudy.space/api/auth/signin,629,0,92
1663586286610,90,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-8,text,true,,536,314,6,6,https://qauto2.forstudy.space/api/cars/66448,90,0,0
1663586286997,714,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,1185,262,7,7,https://qauto2.forstudy.space/api/cars,714,0,0
1663586286596,1124,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,663,291,7,7,https://qauto2.forstudy.space/api/auth/signin,1124,0,92
1663586287201,525,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-8,text,true,,335,317,7,7,https://qauto2.forstudy.space/api/cars/66448,525,0,0
1663586287060,672,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-5,text,true,,661,291,7,7,https://qauto2.forstudy.space/api/auth/signin,672,0,91
1663586286701,1031,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-7,text,true,,540,349,7,7,https://qauto2.forstudy.space/api/cars,1031,0,0
1663586287699,53,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-6,text,true,,540,355,7,7,https://qauto2.forstudy.space/api/cars,53,0,0
1663586287712,49,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,497,269,7,7,https://qauto2.forstudy.space/api/auth/logout,49,0,0
1663586288039,57,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-7,text,true,,1400,260,7,7,https://qauto2.forstudy.space/api/cars,57,0,0
1663586288039,57,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-8,text,true,,1400,264,7,7,https://qauto2.forstudy.space/api/cars,57,0,0
1663586288055,52,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-6,text,true,,1400,266,7,7,https://qauto2.forstudy.space/api/cars,52,0,0
1663586288096,51,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-8,text,true,,497,271,7,7,https://qauto2.forstudy.space/api/auth/logout,50,0,0
1663586288057,1097,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-4,text,true,,659,291,8,8,https://qauto2.forstudy.space/api/auth/signin,1097,0,88
1663586288598,1070,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-7,text,true,,536,310,9,9,https://qauto2.forstudy.space/api/cars/66449,1070,0,0
1663586288607,1064,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-6,text,true,,536,316,9,9,https://qauto2.forstudy.space/api/cars/66450,1064,0,0
1663586288273,1402,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,661,291,9,9,https://qauto2.forstudy.space/api/auth/signin,1402,0,90
1663586288647,1548,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-8,text,true,,663,291,9,9,https://qauto2.forstudy.space/api/auth/signin,1548,0,90
1663586288722,1478,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-10,text,true,,540,353,9,9,https://qauto2.forstudy.space/api/cars,1478,0,0
1663586288738,1466,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-5,text,true,,540,351,9,9,https://qauto2.forstudy.space/api/cars,1466,0,0
1663586289052,1630,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-3,text,true,,663,291,10,10,https://qauto2.forstudy.space/api/auth/signin,1630,0,98
1663586290177,532,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-6,text,true,,335,319,10,10,https://qauto2.forstudy.space/api/cars/66450,532,0,0
1663586290177,532,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-7,text,true,,335,313,10,10,https://qauto2.forstudy.space/api/cars/66449,532,0,0
1663586290501,209,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,1615,264,10,10,https://qauto2.forstudy.space/api/cars,209,0,0
1663586290506,204,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-5,text,true,,1615,262,10,10,https://qauto2.forstudy.space/api/cars,204,0,0
1663586290053,657,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,664,291,10,10,https://qauto2.forstudy.space/api/auth/signin,657,0,89
1663586290155,562,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-4,text,true,,540,349,10,10,https://qauto2.forstudy.space/api/cars,562,0,0
1663586290690,57,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-9,text,true,,540,351,10,10,https://qauto2.forstudy.space/api/cars,57,0,0
1663586291017,56,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-7,text,true,,1830,260,10,10,https://qauto2.forstudy.space/api/cars,56,0,0
1663586291017,59,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-6,text,true,,1830,266,10,10,https://qauto2.forstudy.space/api/cars,59,0,0
1663586291032,56,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-4,text,true,,1830,260,10,10,https://qauto2.forstudy.space/api/cars,56,0,0
1663586291048,48,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,1830,262,10,10,https://qauto2.forstudy.space/api/cars,48,0,0
1663586291074,48,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-7,text,true,,497,267,10,10,https://qauto2.forstudy.space/api/auth/logout,48,0,0
1663586291077,55,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-6,text,true,,497,273,10,10,https://qauto2.forstudy.space/api/auth/logout,55,0,0
1663586291065,634,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,664,291,10,10,https://qauto2.forstudy.space/api/auth/signin,634,0,88
1663586291591,141,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-4,text,true,,536,310,10,10,https://qauto2.forstudy.space/api/cars/66453,141,0,0
1663586291607,125,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,536,312,10,10,https://qauto2.forstudy.space/api/cars/66454,125,0,0
1663586291218,517,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-5,text,true,,536,312,10,10,https://qauto2.forstudy.space/api/cars/66452,517,0,0
1663586291218,517,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,536,314,10,10,https://qauto2.forstudy.space/api/cars/66451,517,0,0
1663586291195,540,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-8,text,true,,540,353,10,10,https://qauto2.forstudy.space/api/cars,540,0,0
1663586291684,64,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-3,text,true,,540,353,10,10,https://qauto2.forstudy.space/api/cars,64,0,0
1663586291716,53,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-2,text,true,,540,355,10,10,https://qauto2.forstudy.space/api/cars,53,0,0
1663586292043,740,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-8,text,true,,2479,264,10,10,https://qauto2.forstudy.space/api/cars,740,0,0
1663586292059,725,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-3,text,true,,2479,264,10,10,https://qauto2.forstudy.space/api/cars,725,0,0
1663586292075,710,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,2479,266,10,10,https://qauto2.forstudy.space/api/cars,710,0,0
1663586291638,1159,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-6,text,true,,662,291,10,10,https://qauto2.forstudy.space/api/auth/signin,1159,0,92
1663586292246,568,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,335,315,10,10,https://qauto2.forstudy.space/api/cars/66454,568,0,0
1663586292246,568,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-5,text,true,,335,315,10,10,https://qauto2.forstudy.space/api/cars/66452,568,0,0
1663586292246,569,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,335,317,10,10,https://qauto2.forstudy.space/api/cars/66451,569,0,0
1663586292246,569,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-4,text,true,,335,313,10,10,https://qauto2.forstudy.space/api/cars/66453,569,0,0
1663586291638,1180,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-7,text,true,,658,291,10,10,https://qauto2.forstudy.space/api/auth/signin,1180,0,95
1663586292714,112,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-1,text,true,,540,355,10,10,https://qauto2.forstudy.space/api/cars,112,0,0
1663586293117,66,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-5,text,true,,1830,262,10,10,https://qauto2.forstudy.space/api/cars,66,0,0
1663586293117,70,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-4,text,true,,1830,260,10,10,https://qauto2.forstudy.space/api/cars,70,0,0
1663586293117,73,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,1830,264,10,10,https://qauto2.forstudy.space/api/cars,72,0,0
1663586293117,73,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,1830,262,10,10,https://qauto2.forstudy.space/api/cars,72,0,0
1663586293133,62,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,1830,266,10,10,https://qauto2.forstudy.space/api/cars,62,0,0
1663586293183,54,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-5,text,true,,497,269,10,10,https://qauto2.forstudy.space/api/auth/logout,54,0,0
1663586293190,66,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,497,269,10,10,https://qauto2.forstudy.space/api/auth/logout,66,0,0
1663586293188,68,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-4,text,true,,497,267,10,10,https://qauto2.forstudy.space/api/auth/logout,68,0,0
1663586293190,69,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-10,text,true,,497,271,10,10,https://qauto2.forstudy.space/api/auth/logout,69,0,0
1663586293288,80,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,536,316,9,9,https://qauto2.forstudy.space/api/cars/66457,80,0,0
1663586293288,80,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-3,text,true,,536,314,9,9,https://qauto2.forstudy.space/api/cars/66456,80,0,0
1663586293288,84,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-8,text,true,,536,314,9,9,https://qauto2.forstudy.space/api/cars/66455,84,0,0
1663586293706,61,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,536,316,9,9,https://qauto2.forstudy.space/api/cars/66458,61,0,0
1663586293800,55,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-6,text,true,,540,353,9,9,https://qauto2.forstudy.space/api/cars,55,0,0
1663586293830,569,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-7,text,true,,540,349,9,9,https://qauto2.forstudy.space/api/cars,569,0,0
1663586293876,1500,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,335,319,9,9,https://qauto2.forstudy.space/api/cars/66457,1500,0,0
1663586293876,1502,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-3,text,true,,335,317,9,9,https://qauto2.forstudy.space/api/cars/66456,1502,0,0
1663586293876,1504,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-8,text,true,,335,317,9,9,https://qauto2.forstudy.space/api/cars/66455,1503,0,0
1663586294279,1104,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,335,319,8,8,https://qauto2.forstudy.space/api/cars/66458,1104,0,0
1663586294156,1227,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-6,text,true,,1616,264,8,8,https://qauto2.forstudy.space/api/cars,1227,0,0
1663586293753,1634,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-5,text,true,,660,291,8,8,https://qauto2.forstudy.space/api/auth/signin,1634,0,88
1663586294714,679,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-7,text,true,,1400,260,8,8,https://qauto2.forstudy.space/api/cars,679,0,0
1663586293769,1629,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-9,text,true,,660,291,8,8,https://qauto2.forstudy.space/api/auth/signin,1629,0,90
1663586293769,1629,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-4,text,true,,660,291,8,8,https://qauto2.forstudy.space/api/auth/signin,1629,0,92
1663586295680,54,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-3,text,true,,1400,264,7,7,https://qauto2.forstudy.space/api/cars,53,0,0
1663586295680,54,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,1400,266,7,7,https://qauto2.forstudy.space/api/cars,53,0,0
1663586295695,46,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,1400,266,7,7,https://qauto2.forstudy.space/api/cars,46,0,0
1663586295734,57,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,497,273,7,7,https://qauto2.forstudy.space/api/auth/logout,57,0,0
1663586295734,57,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-3,text,true,,497,271,7,7,https://qauto2.forstudy.space/api/auth/logout,57,0,0
1663586295742,55,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,497,273,7,7,https://qauto2.forstudy.space/api/auth/logout,55,0,0
1663586295896,69,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-6,text,true,,536,314,7,7,https://qauto2.forstudy.space/api/cars/66459,69,0,0
1663586295896,72,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-7,text,true,,536,310,7,7,https://qauto2.forstudy.space/api/cars/66460,72,0,0
1663586296396,59,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-5,text,true,,540,351,7,7,https://qauto2.forstudy.space/api/cars,59,0,0
1663586296473,1463,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-6,text,true,,335,317,7,7,https://qauto2.forstudy.space/api/cars/66459,1463,0,0
1663586296768,1170,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-5,text,true,,1400,262,6,6,https://qauto2.forstudy.space/api/cars,1170,0,0
1663586296473,1465,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-7,text,true,,335,313,6,6,https://qauto2.forstudy.space/api/cars/66460,1465,0,0
1663586296302,1644,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,664,291,5,5,https://qauto2.forstudy.space/api/auth/signin,1644,0,110
1663586296411,1537,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-4,text,true,,540,351,5,5,https://qauto2.forstudy.space/api/cars,1537,0,0
1663586296302,1654,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,660,291,5,5,https://qauto2.forstudy.space/api/auth/signin,1654,0,112
1663586296302,1654,POST Request SignIn,200,OK,Load Test - Ultimate Thread Group 2-3,text,true,,660,291,5,5,https://qauto2.forstudy.space/api/auth/signin,1654,0,114
1663586298249,47,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-4,text,true,,1400,262,5,5,https://qauto2.forstudy.space/api/cars,47,0,0
1663586298451,53,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-5,text,true,,536,312,5,5,https://qauto2.forstudy.space/api/cars/66461,53,0,0
1663586298810,60,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-4,text,true,,536,312,4,4,https://qauto2.forstudy.space/api/cars/66462,60,0,0
1663586298949,55,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-1,text,true,,540,355,4,4,https://qauto2.forstudy.space/api/cars,55,0,0
1663586298964,79,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-3,text,true,,540,351,4,4,https://qauto2.forstudy.space/api/cars,79,0,0
1663586298964,81,POST Request AddCar Json,201,Created,Load Test - Ultimate Thread Group 2-2,text,true,,540,351,4,4,https://qauto2.forstudy.space/api/cars,81,0,0
1663586299308,52,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,2047,266,4,4,https://qauto2.forstudy.space/api/cars,52,0,0
1663586299354,57,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,2047,262,4,4,https://qauto2.forstudy.space/api/cars,57,0,0
1663586299354,57,GET Request Mycar,200,OK,Load Test - Ultimate Thread Group 2-3,text,true,,2047,262,4,4,https://qauto2.forstudy.space/api/cars,57,0,0
1663586299385,49,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-4,text,true,,335,315,4,4,https://qauto2.forstudy.space/api/cars/66462,49,0,0
1663586299872,59,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,536,316,3,3,https://qauto2.forstudy.space/api/cars/66463,59,0,0
1663586299918,61,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,536,312,3,3,https://qauto2.forstudy.space/api/cars/66465,61,0,0
1663586299918,63,PUT Request Changemileage Json,200,OK,Load Test - Ultimate Thread Group 2-3,text,true,,536,312,3,3,https://qauto2.forstudy.space/api/cars/66464,63,0,0
1663586300445,49,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,335,319,3,3,https://qauto2.forstudy.space/api/cars/66463,49,0,0
1663586300491,55,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-3,text,true,,335,315,3,3,https://qauto2.forstudy.space/api/cars/66464,55,0,0
1663586300491,55,DEL Request Del car Json,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,335,315,3,3,https://qauto2.forstudy.space/api/cars/66465,55,0,0
1663586300800,49,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,1185,266,2,2,https://qauto2.forstudy.space/api/cars,49,0,0
1663586300846,50,GET Request NOcar,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,1185,262,2,2,https://qauto2.forstudy.space/api/cars,50,0,0
1663586300850,52,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-1,text,true,,497,273,2,2,https://qauto2.forstudy.space/api/auth/logout,52,0,0
1663586300897,47,GET Request Logout,200,OK,Load Test - Ultimate Thread Group 2-2,text,true,,497,269,2,2,https://qauto2.forstudy.space/api/auth/logout,47,0,0
1663586301404,134,POST Request SignIn,429,Too Many Requests,Load Test - Ultimate Thread Group 2-1,text,false,,485,291,2,2,https://qauto2.forstudy.space/api/auth/signin,134,0,89
1663586301451,130,POST Request SignIn,429,Too Many Requests,Load Test - Ultimate Thread Group 2-2,text,false,,485,291,2,2,https://qauto2.forstudy.space/api/auth/signin,130,0,88
1663586302541,44,POST Request AddCar Json,401,Unauthorized,Load Test - Ultimate Thread Group 2-1,text,false,,355,255,1,1,https://qauto2.forstudy.space/api/cars,44,0,0
1663586356566,630,POST Request SignIn,200,OK,Peak Test - Ultimate Thread Group 3-10,text,true,,661,291,3,3,https://qauto2.forstudy.space/api/auth/signin,630,0,92
1663586357076,610,POST Request SignIn,200,OK,Peak Test - Ultimate Thread Group 3-9,text,true,,659,291,4,4,https://qauto2.forstudy.space/api/auth/signin,610,0,87
1663586357565,633,POST Request SignIn,200,OK,Peak Test - Ultimate Thread Group 3-8,text,true,,661,291,5,5,https://qauto2.forstudy.space/api/auth/signin,633,0,91
1663586358073,631,POST Request SignIn,200,OK,Peak Test - Ultimate Thread Group 3-7,text,true,,659,291,6,6,https://qauto2.forstudy.space/api/auth/signin,631,0,90
1663586358196,1003,POST Request AddCar Json,201,Created,Peak Test - Ultimate Thread Group 3-10,text,true,,540,351,7,7,https://qauto2.forstudy.space/api/cars,1003,0,0
1663586358566,636,POST Request SignIn,200,OK,Peak Test - Ultimate Thread Group 3-6,text,true,,665,291,7,7,https://qauto2.forstudy.space/api/auth/signin,636,0,87
1663586358692,516,POST Request AddCar Json,201,Created,Peak Test - Ultimate Thread Group 3-9,text,true,,540,349,7,7,https://qauto2.forstudy.space/api/cars,516,0,0
1663586359500,211,GET Request Mycar,200,OK,Peak Test - Ultimate Thread Group 3-10,text,true,,1616,262,8,8,https://qauto2.forstudy.space/api/cars,211,0,0
1663586359509,685,GET Request Mycar,200,OK,Peak Test - Ultimate Thread Group 3-9,text,true,,1616,260,9,9,https://qauto2.forstudy.space/api/cars,685,0,0
1663586359080,1115,POST Request SignIn,200,OK,Peak Test - Ultimate Thread Group 3-5,text,true,,659,291,9,9,https://qauto2.forstudy.space/api/auth/signin,1115,0,87
1663586359199,1024,POST Request AddCar Json,201,Created,Peak Test - Ultimate Thread Group 3-8,text,true,,540,351,9,9,https://qauto2.forstudy.space/api/cars,1024,0,0
1663586359566,1138,POST Request SignIn,200,OK,Peak Test - Ultimate Thread Group 3-4,text,true,,661,291,10,10,https://qauto2.forstudy.space/api/auth/signin,1138,0,88
1663586359717,1483,POST Request AddCar Json,201,Created,Peak Test - Ultimate Thread Group 3-7,text,true,,540,349,10,10,https://qauto2.forstudy.space/api/cars,1483,0,0
1663586360524,698,GET Request Mycar,200,OK,Peak Test - Ultimate Thread Group 3-8,text,true,,2046,262,10,10,https://qauto2.forstudy.space/api/cars,698,0,0
